,Description,Processor,RAM,Operating System,Storage,Display,Warranty,Price,ram_in_gb,ddr_version,processor_name,gen_type,OS,disk_drive,size_in_inches,touchscreen,company,graphic_card,SSD,HDD
293,HP 15s (2023) Intel Core i5 13th Gen - (8 GB/1 TB SSD/Windows 11 Home) 15-fd0012TU Thin and Light Lapt...,Intel Core i7 Processor (13th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,1 TB SSD,38.1 cm (15 inch) Display,1 Year Onsite Warranty,12374180.0,8,4,Intel,10,Windows,SSD,15.0,No,HP,No,1000,0
294,ALIENWARE Core i9 10th Gen - (32 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 2080 wit...,Intel Core i7 Processor (12th Gen),32 GB DDR5 RAM,64 bit Windows 10 Operating System,1 TB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,59330180.0,32,5,Intel,10,Windows,SSD,15.6,No,alienware,Yes,1000,0
295,MSI Core i7 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650 MAX Q/14...,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,40.64 cm (16 Inch) Display,1 Year Onsite Warranty1 Year Onsite Warranty,10918180.0,8,4,Intel,10,Windows,SSD,16.0,No,MSI,Yes,512,0
296,HP 14s Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14s - dy5005TU Thin and Light Lapto...,Intel Core i7 Processor (13th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,256 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,10918180.0,8,4,Intel,10,Windows,SSD,15.6,No,HP,No,256,0
297,Primebook 4G Android Based MediaTek MT8788 - (4 GB/64 GB EMMC Storage/Prime OS) 4G Thin and Light Lapt...,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,Prime OS Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,3092180.0,16,4,AMD,0,Windows,SSD,15.6,No,Primebook,No,512,0
298,MSI CreatorPro M16 Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX...,Intel Core i5 Processor (13th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,256 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,19108180.0,8,4,Intel,10,Windows,SSD,15.6,No,MSI,Yes,256,0
299,ASUS VivoBook 14 (2022) Ryzen 5 Quad Core AMD R5-3500U - (8 GB/512 GB SSD/Windows 11 Home) M415DA-EB71...,Intel Core i5 Processor (12th Gen),32 GB DDR4 RAM,32 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,8552180.0,32,4,Intel,10,Windows,SSD,15.6,No,Asus,No,512,0
300,Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 15ITL6 Laptop,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,"15.6 inch Full HD LED Backlit Anti-glare IPS Display, 300 Hz, 300 Nits",1 Year Onsite Warranty,6186180.0,8,4,AMD,0,Windows,SSD,15.6,No,Lenovo,No,512,0
301,HP Victus Intel Core i7 13th Gen - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX ...,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,20564180.0,16,4,Intel,10,Windows,SSD,15.6,No,HP,Yes,1000,0
302,DELL Inspiron Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 5518 Thin and Light Lapto...,Intel Core i3 Processor (12th Gen),4 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,9079980.0,4,4,Intel,10,Windows,SSD,15.6,No,Dell,No,512,0
303,ASUS ROG Zephyrus G15 (2022) Ryzen 9 Octa Core 6900HS - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/...,Intel Core i3 Processor (11th Gen),16 GB DDR4 RAM,Windows 11 Operating System,1 TB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty,38582180.0,16,4,Intel,10,Windows,SSD,14.0,No,Asus,Yes,1000,0
304,DELL Ryzen 5 Hexa Core AMD R5-6600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RT...,Intel Core i9 Processor (12th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,29.46 cm (11.6 Inch) Display,1 Year Onsite Warranty,12738180.0,8,4,Intel,10,Windows,SSD,11.6,No,Dell,Yes,512,0
305,ASUS Zenbook 14 Flip OLED (2023) Intel EVO P-Series Core i7 13th Gen - (16 GB/512 GB SSD/Windows 11 Ho...,AMD Ryzen 7 Octa Core Processor,8 GB DDR4 RAM,Windows 11 Operating System,1 TB SSD,40.64 cm (16 inch) Display,1 Year Onsite Warranty,22748180.0,8,4,AMD,0,Windows,SSD,16.0,No,Asus,No,1000,0
306,Lenovo IdeaPad 5 Intel Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) IdeaPad 5 15ITL05 Thin an...,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,1 TB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty,10918180.0,16,4,Intel,10,Windows,SSD,14.0,No,Lenovo,No,1000,0
307,Lenovo IdeaPad 3 Intel Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 82H801L7IN | 82H802FJIN | ...,Intel Core i3 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,38.1 cm (15 inch) Display,1 Year Onsite Warranty,7096180.0,16,4,Intel,10,Windows,SSD,15.0,No,Lenovo,No,512,0
308,APPLE 2022 MacBook Pro M2 - (8 GB/256 GB SSD/Mac OS Monterey) MNEH3HN/A,Intel Core i9 Processor (12th Gen),16 GB DDR5 RAM,Mac OS Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,21838180.0,16,5,Intel,10,Mac,SSD,15.6,No,Apple,No,512,0
309,MSI Core i7 13th Gen - (8 GB/512 GB SSD/Windows 11 Home) Modern 15 B13M-290IN Thin and Light Laptop,Intel Core i7 Processor (10th Gen),8 GB DDR5 RAM,Windows 11 Operating System,1 TB HDD,39.62 cm (15.6 Inch) Display,3 Years Onsite Warranty + 1 Year Accidental Damage Protection + 3 Years Legion Ultimate Support,12556180.0,8,5,Intel,10,Windows,HDD,15.6,No,MSI,No,0,1000
310,MSI Core i7 13th Gen - (32 GB/1 TB SSD/Windows 11 Home) Summit E16Flip A13VET-068IN Laptop,Intel Core i5 Processor (11th Gen),16 GB DDR5 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,33850180.0,16,5,Intel,10,Windows,SSD,15.6,No,MSI,No,512,0
311,Lenovo IdeaPad Slim 3 Intel Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 81X800J3IN|81X800LGIN...,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,96.52 cm (38 cm) Display,1 Year Onsite Warranty,7279818.0,16,4,AMD,0,Windows,SSD,0.0,No,Lenovo,No,512,0
312,ASUS Zenbook 17 Fold OLED Intel EVO Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home) UX9702AA-MD023...,Intel Core i5 Processor (13th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,35.56 cm (14 Inch) Touchscreen Display,1 Year Onsite Warranty,60058180.0,8,4,Intel,10,Windows,SSD,14.0,Yes,Asus,No,512,0
313,Lenovo V15 G2 Core i3 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) V15 ITL G2 Laptop,AMD Ryzen 7 Octa Core Processor,8 GB RAM,64 bit Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,6459180.0,8,3,AMD,0,Windows,SSD,15.6,No,Lenovo,No,1000,0
314,Infinix ZERO BOOK ULTRA Series Laptop Intel Core i9 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) ZL12...,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,15468180.0,8,4,Intel,10,Windows,SSD,15.6,No,Infinix,No,512,0
315,Lenovo Ryzen 5 Hexa Core - (16 GB/512 GB SSD/Windows 11 Home) IdeaPad Flex 5 14ALC7 Laptop,Intel Core i7 Processor (12th Gen),32 GB DDR5 RAM,Windows 11 Operating System,512 GB SSD,33.78 cm (13.3 Inch) Display,1 Year Onsite Warranty,11646180.0,32,5,Intel,10,Windows,SSD,13.3,No,Lenovo,No,512,0
316,DELL Vostro Ryzen 7 Octa Core 5825U - (16 GB/512 GB SSD/Windows 11 Home) Vostro 5625 Thin and Light La...,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,256 GB SSD,39.62 cm (15.6 Inch) Display,2 Year Onsite Warranty,13029380.0,8,4,AMD,0,Windows,SSD,15.6,No,Dell,No,256,0
317,GIGABYTE AERO 5 KE4 Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RT...,AMD Ryzen 5 Quad Core Processor,16 GB DDR5 RAM,64 bit Windows 11 Operating System,2 TB SSD,40.64 cm (16 Inch) Display,1 Year Onsite Warranty,27298180.0,16,5,AMD,0,Windows,SSD,16.0,No,Gigabyte,Yes,2000,0
318,DELL Ryzen 9 Octa Core 6900HX - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060/...,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,24932180.0,8,4,Intel,10,Windows,SSD,15.6,No,Dell,Yes,1000,0
319,Primebook 4G Android Based MediaTek MT8788 - (4 GB/64 GB EMMC Storage/Prime OS) 4G Thin and Light Lapt...,AMD Ryzen 5 Hexa Core Processor,16 GB DDR5 RAM,Prime OS Operating System,512 GB SSD,43.94 cm (17.3 Inch) Touchscreen Display,2 Year Carry-in Warranty,3092180.0,16,5,AMD,0,Windows,SSD,17.3,Yes,Primebook,No,512,0
320,ASUS TUF Gaming F15 with 90WHr Battery Intel H-Series Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Ho...,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Limited Warranty,18198180.0,16,4,Intel,10,Windows,SSD,15.6,No,Asus,No,512,0
321,ASUS TUF GAMING A15 Ryzen 7 Octa Core 4800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,AMD Ryzen 3 Quad Core Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,15104180.0,16,4,AMD,0,Windows,SSD,15.6,No,Asus,Yes,512,0
322,APPLE 2022 MacBook AIR M2 - (8 GB/256 GB SSD/Mac OS Monterey) MLY13HN/A,Intel Core i3 Processor (11th Gen),16 GB DDR4 RAM,Mac OS Operating System,1 TB SSD,35.56 cm (14 inch) Touchscreen Display,1 Year Onsite Warranty,20109180.0,16,4,Intel,10,Mac,SSD,14.0,Yes,Apple,No,1000,0
323,HP 15s Intel Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq5111TU Thin and Light Laptop,Intel Core i5 Processor (12th Gen),16 GB DDR5 RAM,64 bit Windows 11 Operating System,512 GB SSD,40.64 cm (16 inch) Display,1 Year Onsite Warranty,10008180.0,16,5,Intel,10,Windows,SSD,16.0,No,HP,No,512,0
324,APPLE 2022 MacBook AIR M2 - (8 GB/256 GB SSD/Mac OS Monterey) MLXW3HN/A,Intel Core i5 Processor (12th Gen),4 GB DDR4 RAM,Mac OS Operating System,1 TB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,20109180.0,4,4,Intel,10,Mac,SSD,15.6,No,Apple,No,1000,0
325,Lenovo IdeaPad 3 Intel Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15ITL6 Thin and Light Lapt...,Intel Core i5 Processor (12th Gen),16 GB DDR5 RAM,64 bit Windows 11 Operating System,512 GB SSD,96.52 cm (38 cm) Display,3 Years Onsite Warranty + 1 Year Accidental Damage Protection + 3 Years Legion Ultimate Support,9644180.0,16,5,Intel,10,Windows,SSD,0.0,No,Lenovo,No,512,0
326,Lenovo IdeaPad Gaming 3 Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDI...,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,29.46 cm (11.6 Inch) Display,1 Year Onsite Warranty,13648180.0,16,4,AMD,0,Windows,SSD,11.6,No,Lenovo,Yes,512,0
327,Primebook 4G Android Based MediaTek MT8788 - (4 GB/128 GB EMMC Storage/Prime OS) 4G Thin and Light Lap...,Intel Core i5 Processor (11th Gen),8 GB RAM,Prime OS Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite�Warranty�+ 1 Year Premium Care + 1 Year Accidental Damage Protection,3456180.0,8,3,Intel,10,Windows,SSD,15.6,No,Primebook,No,512,0
328,HP OMEN Core i7 11th Gen - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 3070) 16-b...,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,3 Years Onsite Warranty + 1 Year Accidental Damage Protection + 3 Years Legion Ultimate Support,30302818.0,8,4,Intel,10,Windows,SSD,15.6,No,HP,Yes,512,0
329,ASUS Zenbook 14 Flip OLED (2023) Intel EVO P-Series Core i7 13th Gen - (16 GB/512 GB SSD/Windows 11 Ho...,AMD Ryzen 7 Octa Core Processor,8 GB RAM,Windows 11 Operating System,512 GB SSD,34.54 cm (13.6 Inch) Display,2 Year Carry-in Warranty,22748180.0,8,3,AMD,0,Windows,SSD,13.0,No,Asus,No,512,0
330,HP Core i7 12th Gen - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 3070 Ti) 17-ck1...,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,36034180.0,8,4,Intel,10,Windows,SSD,15.6,No,HP,Yes,512,0
331,HP Intel Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s- fr4000TU Thin and Light Laptop,Intel Core i3 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,256 GB SSD,34.54 cm (13.6 Inch) Display,1 Year Onsite Warranty,9553180.0,16,4,Intel,10,Windows,SSD,13.0,No,HP,No,256,0
332,MSI Core i7 13th Gen - (16 GB/1 TB SSD/Windows 11 Home) Summit E14FlipEvo A13MT-278IN Thin and Light L...,AMD Ryzen 5 Hexa Core Processor,4 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,26024180.0,4,4,AMD,0,Windows,SSD,15.6,No,MSI,No,512,0
333,ASUS ROG Strix G15 (2022) with 90Whr Battery Ryzen 7 Octa Core AMD R7-6800H - (16 GB/1 TB SSD/Windows ...,AMD Ryzen 3 Quad Core Processor,16 GB DDR4 RAM,Windows 11 Operating System,1 TB HDD|256 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty + 1 Year Premium Care + 1 Year Accidentaly Damage Protection,23658180.0,16,4,AMD,0,Windows,Both,15.6,No,Asus,No,256,1000
334,ASUS Zenbook 14 OLED (2023) Touchscreen Intel EVO P-Series Core i5 13th Gen - (16 GB/512 GB SSD/Window...,Intel Core i7 Processor (12th Gen),16 GB DDR5 RAM,Windows 11 Operating System,512 GB SSD,29.46 cm (11.6 Inch) Display,2 Year Onsite Warranty,18603858.0,16,5,Intel,10,Windows,SSD,11.6,No,Asus,No,512,0
335,HP 14s Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14s - dy5005TU Thin and Light Lapto...,AMD Ryzen 7 Octa Core Processor,32 GB DDR5 RAM,64 bit Windows 11 Operating System,512 GB SSD,40.89 cm (16.1 inch) Display,1 Year Onsite Warranty,10918180.0,32,5,AMD,0,Windows,SSD,16.1,No,HP,No,512,0
336,DELL Vostro Ryzen 3 Dual Core R3-3250U - (8 GB/1 TB HDD/Windows 11 Home) Vostro 3405 Thin and Light La...,AMD Ryzen 7 Octa Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,1 TB HDD|256 GB SSD,35.56 cm (14 Inch) Touchscreen Display,1 Year Onsite Warranty,6624800.0,8,4,AMD,0,Windows,Both,14.0,Yes,Dell,No,256,1000
337,HP Envy x360 Creator Intel Evo Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) x360-bf0121TU Thi...,Intel Core i5 Processor (12th Gen),16 GB DDR5 RAM,Windows 11 Operating System,512 GB SSD,43.94 cm (17.3 Inch) Display,1 Year Onsite Warranty,15468180.0,16,5,Intel,10,Windows,SSD,17.3,No,HP,No,512,0
338,ASUS Vivobook 14 Touchscreen Intel P-Series Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) X1402...,Intel Core i9 Processor (12th Gen),16 GB DDR5 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,9098180.0,16,5,Intel,10,Windows,SSD,15.6,No,Asus,No,512,0
339,Primebook 4G Android Based MediaTek MT8788 - (4 GB/64 GB EMMC Storage/Prime OS) 4G Thin and Light Lapt...,AMD Ryzen 5 Hexa Core Processor,16 GB DDR5 RAM,Prime OS Operating System,1 TB SSD,35.56 cm (14 Inch) Display,1 Year Onsite Warranty,3092180.0,16,5,AMD,0,Windows,SSD,14.0,No,Primebook,No,1000,0
340,HP Pavilion Intel Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14-dy0208TU Thin and Light Lapt...,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,9580298.0,16,4,Intel,10,Windows,SSD,15.6,No,HP,No,512,0
341,ASUS ROG Strix Scar 15 (2022) Core i9 12th Gen - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA ...,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,35.56 cm (14 Inch) Touchscreen Display,1 Year Limited Warranty,41858180.0,8,4,Intel,10,Windows,SSD,14.0,Yes,Asus,Yes,512,0
342,DELL Inspiron Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 7415 2 in 1 Laptop,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty,15085980.0,8,4,Intel,10,Windows,SSD,14.0,No,Dell,No,512,0
343,HP 15s Intel Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq5111TU Thin and Light Laptop,Intel Core i3 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,256 GB SSD,"Display: 14.0"" FHD WVA AG Narrow Border",1 Year Onsite Warranty,10008180.0,16,4,Intel,10,Windows,SSD,14.0,No,HP,No,256,0
344,Infinix INBook X2 Plus Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL25 Thin and Light Laptop,AMD Ryzen 7 Octa Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,88.9 cm (35 cm) Display,1 Year Onsite Warranty,5458180.0,8,4,AMD,0,Windows,SSD,0.0,No,Infinix,No,512,0
345,HP Omen Intel Core i9 12th Gen - (32 GB/2 TB SSD/Windows 11 Home/16 GB Graphics/NVIDIA GeForce RTX 308...,Intel Celeron Dual Core Processor,4 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,34.04 cm (13.4 Inch) Touchscreen Display,1 Year Carry in Warranty,53872000.0,4,4,Intel,0,Windows,SSD,13.4,Yes,HP,Yes,512,0
346,ASUS ROG Zephyrus S15 Core i7 10th Gen - (32 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce ...,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB SSD,35.56 cm (14 Inch) Touchscreen Display,1 Year Onsite Warranty,42768180.0,8,4,Intel,10,Windows,SSD,14.0,Yes,Asus,Yes,1000,0
347,HP Intel Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s- fr4000TU Thin and Light Laptop,AMD Ryzen 5 Quad Core Processor,32 GB DDR5 RAM,64 bit Windows 11 Operating System,1 TB HDD|256 GB SSD,29.46 cm (11.6 Inch) Display,1 Year International Travelers Warranty (ITW),9553180.0,32,5,AMD,0,Windows,Both,11.6,No,HP,No,256,1000
348,DELL Inspiron Ryzen 7 Octa Core 5825U - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 7425 Notebook,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,1 TB SSD,35.56 cm (14 Inch) Touchscreen Display,2 Year Onsite Warranty,16196180.0,16,4,Intel,10,Windows,SSD,14.0,Yes,Dell,No,1000,0
349,ASUS Vivobook 14 (2023) Core i5 13th Gen - (8 GB/512 GB SSD/Windows 11 Home) X1404VA-NK521WS Thin and ...,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,10918180.0,8,4,Intel,10,Windows,SSD,15.6,No,Asus,No,1000,0
350,Lenovo Legion 5 Pro Ryzen 7 Octa Core 6800H - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeF...,AMD Ryzen 7 Octa Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,35.56 cm (14 inch) Touchscreen Display,1 Year Onsite Warranty,34578180.0,8,4,AMD,0,Windows,SSD,14.0,Yes,Lenovo,Yes,512,0
351,HP 14s Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14s - dy5005TU Thin and Light Lapto...,AMD Ryzen 9 Octa Core Processor (9th Gen),32 GB DDR5 RAM,64 bit Windows 11 Operating System,256 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite�Warranty�+ 1 Year Premium Care + 1 Year Accidental Damage Protection,10918180.0,32,5,AMD,9,Windows,SSD,15.6,No,HP,No,256,0
352,HP Envy x360 Creator OLED Eyesafe Intel Evo Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home) 15-ew0...,AMD Ryzen 7 Octa Core Processor,32 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,19836180.0,32,4,AMD,0,Windows,SSD,15.6,No,HP,No,512,0
353,HP OMEN Ryzen 5 Hexa Core AMD R5-5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce...,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,43.94 cm (17.3 Inch) Display,1 Year International Travelers Warranty,12920180.0,8,4,Intel,10,Windows,SSD,17.3,No,HP,Yes,512,0
354,ASUS Vivobook Go 15 (2023) Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ522WS...,Intel Core i3 Processor (11th Gen),16 GB DDR4 RAM,Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 inch) Display,2 Year Carry-in Warranty,9098180.0,16,4,Intel,10,Windows,SSD,15.6,No,Asus,No,1000,0
355,Lenovo IdeaPad Slim 3 Intel Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 81X800J3IN|81X800LGIN...,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,7279818.0,8,4,Intel,10,Windows,SSD,15.6,No,Lenovo,No,512,0
356,ASUS Vivobook S 14 Flip (2022) Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home) TN3402QA-LZ...,Intel Core i9 Processor (12th Gen),32 GB DDR5 RAM,Windows 11 Operating System,1 TB SSD,35.56 cm (14 Inch) Touchscreen Display,2 Year Carry-in Warranty,11100180.0,32,5,Intel,10,Windows,SSD,14.0,Yes,Asus,No,1000,0
357,DELL Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) Inspiron 7420 Thin and Light L...,Processor: Intel i9-12900H (Base- 3.80 GHz & Turbo up to 5.0 GHz) 14 Cores,16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,35.56 cm (14 Inch) Display,1 Year International Travelers Warranty (ITW),15267980.0,16,4,Intel,7,Windows,SSD,14.0,No,Dell,Yes,512,0
358,HP Laptop Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq2213AU Thin and Light Lap...,Intel Core i9 Processor (12th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,40.64 cm (16 Inch) Display,1 Year Onsite Warranty,7096180.0,16,4,Intel,10,Windows,SSD,16.0,No,HP,No,512,0
359,Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 15ITL6 Laptop,Intel Core i7 Processor (13th Gen),8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,35.56 cm (14 inch) Display,1 Year Limited Warranty,6186180.0,8,4,Intel,10,Windows,SSD,14.0,No,Lenovo,No,512,0
360,Primebook 4G Android Based MediaTek MT8788 - (4 GB/64 GB EMMC Storage/Prime OS) 4G Thin and Light Lapt...,Intel Core i5 Processor (11th Gen),8 GB DDR5 RAM,Prime OS Operating System,512 GB SSD,39.62 cm (15.6 Inch) Touchscreen Display,1 Year Onsite Warranty,3092180.0,8,5,Intel,10,Windows,SSD,15.6,Yes,Primebook,No,512,0
361,HP 15s Intel Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq5111TU Thin and Light Laptop,Intel Core i5 Processor (13th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,1 TB SSD,40.89 cm (16.1 inch) Display,1 Year Onsite Warranty,10008180.0,8,4,Intel,10,Windows,SSD,16.1,No,HP,No,1000,0
362,MSI Core i5 12th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 205...,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 Inch) Display,1 Year Complete Cover Warranty,12192180.0,8,4,Intel,10,Windows,SSD,15.6,No,MSI,Yes,1000,0
